"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000023341",332.920246731561,-3.55082073092653,0.20302730710529,-17.4893751069903,1.72639879778744e-68,4.40828085747761e-66
"ENSMUSG00000085977",463.645904764625,-7.88278654380253,0.451906652178562,-17.4433956787337,3.86417229641059e-68,9.77809652807033e-66
"ENSMUSG00000038058",4518.18736180758,-1.86481453555725,0.107092451974469,-17.4131276404225,6.56001091954579e-68,1.64515702418038e-65
"ENSMUSG00000018986",351.480632392263,-2.70488605060019,0.155821881360053,-17.3588332202849,1.69125601841783e-67,4.20389372082477e-65
"ENSMUSG00000055172",3623.24212164043,-1.76962104680828,0.102007157147605,-17.3480086720545,2.04200893590359e-67,5.03122342032106e-65
"ENSMUSG00000025492",16340.1072056365,-1.71305809449649,0.0989568284211889,-17.311166109783,3.87487173922452e-67,9.46412151402942e-65
"ENSMUSG00000012519",987.892712142062,-3.55774336137538,0.207729219904947,-17.1268315694987,9.36161743542257e-66,2.26680267694956e-63
"ENSMUSG00000020641",1976.15916934865,-6.09246535743147,0.357928266874622,-17.0214702812661,5.69231330624673e-65,1.36654441150306e-62
"ENSMUSG00000091549",757.648724365477,-1.77647581773348,0.104397042013278,-17.0165340269654,6.19297087604821e-65,1.47413699971561e-62
"ENSMUSG00000027951",3873.85792439202,-1.57833554111724,0.0928549847362884,-16.9978547258369,8.5180571065016e-65,2.01054779838165e-62
"ENSMUSG00000033576",1457.62833367766,-5.4171457918675,0.318945929785396,-16.9845271125185,1.06911825362749e-64,2.50244945899076e-62
"ENSMUSG00000073411",58965.4428811828,-2.17654689077472,0.129075688576157,-16.8625626931327,8.48298103168679e-64,1.96917331585139e-61
"ENSMUSG00000060675",2787.04865248488,-2.49490940728583,0.149066701955099,-16.7368659436587,7.06092680392386e-63,1.62563370548044e-60
"ENSMUSG00000052305",60030.9697595874,5.26591248445576,0.315476283387292,16.691944091376,1.50005529097767e-62,3.42549211487649e-60
"ENSMUSG00000026222",4842.99212757015,-2.36877688149403,0.143765790659159,-16.4766379444881,5.4005815903672e-61,1.22331883637286e-58
"ENSMUSG00000022586",1979.78020020256,-5.74522094390227,0.354815566628008,-16.1921332778661,5.73068557249903e-59,1.28770797088282e-56
"ENSMUSG00000073940",17074.4654445262,5.38455826082745,0.333940411332542,16.1243086433928,1.72175047079818e-58,3.83813708125232e-56
"ENSMUSG00000040296",3046.87053993274,-1.89078006051646,0.117552756640685,-16.0845233625263,3.27563573557803e-58,7.24457138117446e-56
"ENSMUSG00000037997",1192.3096498097,-2.56176567062334,0.159321064560095,-16.0792653356711,3.56582510366656e-58,7.82475746185831e-56
"ENSMUSG00000026946",1170.78621317058,-1.98132063943291,0.123396638414028,-16.0565203793077,5.1462268143053e-58,1.12052107566052e-55
"ENSMUSG00000036594",24918.6763469087,-2.6281348162104,0.164893003081296,-15.9384253249039,3.4288559600909e-57,7.40843893900255e-55
"ENSMUSG00000037849",728.800968166903,-5.85473957999467,0.368461938328629,-15.8896726390579,7.47167399842548e-57,1.60201816234943e-54
